"","name","syllable.duration","syllable.start","syllable.end","mean.amplitude","mean.pitch","mean.FM","mean.AM.2","mean.entropy","mean.pitch.goodness","mean.mean.freq","var.pitch","var.FM","var.entropy","var.pitch.goodness","var.mean.freq","var.AM","month","day","hour","minute","second","cluster","file.name","comments"
"111","-","139.683","6892.34",7032.023,"42.8","735","46.2","-0.00103","-1.76","339.2","3024","1129000","667","0.171224","49100","71000","0.00136","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"112","-","83.8095","7056.96",7140.7695,"44.2","1102","33.1","-2e-05","-4.32","275.2","2829","2165000","651","0.667646","38600","243000","0.00682","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"113","-","205.533","7139.77",7345.303,"42.5","1160","48.8","-0.0015","-2.89","202.1","3157","7258000","642","1.5748","20200","273000","0.00117","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"114","-","56.8707","8039.73",8096.6007,"30.7","525","36.2","-0.00054","-2.22","360.8","2457","724000","428","0.211176","70900","321000","0.00464","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"115","-","96.78","8137.51",8234.29,"41.3","580","38.8","-0.00064","-2.41","358.1","2549","1116000","734","0.456905","95800","718000","0.00343","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"116","-","76.8254","8257.23",8334.0554,"38.1","668","49.7","-0.0008","-2.55","329.4","2668","1262000","533","0.765671","58300","613000","0.00519","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"117","-","139.683","8345.03",8484.713,"41.8","787","44.6","-0.00076","-2","308.7","3118","1001000","609","0.360254","43800","108000","0.00181","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"118","-","84.8073","8511.66",8596.4673,"43.9","1102","29","-0.00087","-4.38","200.4","3030","2460000","850","0.97058","9900","190000","0.00261","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"119","-","202.54","8598.46",8801,"41.5","1102","47.6","-0.00156","-2.82","182.3","3443","8141000","659","1.78612","15100","272000","0.00133","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"120","-","63.8549","10056.1",10119.9549,"33.9","648","37.8","-0.00128","-2.03","357.9","2039","1025000","704","0.0885649","51600","580000","0.00612","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"121","-","64.8526","10154.9",10219.7526,"36.3","612","39.5","-0.00013","-1.63","352","2337","1230000","640","0.114388","135100","828000","0.0064","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"122","-","103.764","10315.6",10419.364,"39.5","648","24.4","0.00036","-2.38","517.4","2423","1003000","615","0.427072","113700","941000","0.00786","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"123","-","61.8594","10508.1",10569.9594,"34.5","551","36.2","-0.00132","-2.73","367.1","2374","814000","710","1.15702","75700","116000","0.0055","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"124","-","99.7732","10598.9",10698.6732,"42.6","648","42.7","-0.0008","-2.29","361.4","2470","904000","719","0.260932","94400","686000","0.00666","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"125","-","78.8209","10714.6",10793.4209,"40.3","648","54.2","8e-05","-2.25","317.2","2602","1598000","471","0.958492","45800","480000","0.00558","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"126","-","138.685","10806.4",10945.085,"42.4","760","47.4","-0.00087","-2.2","327.4","2952","1345000","687","0.360057","51800","173000","0.00152","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"127","-","86.8027","10969.1",11055.9027,"44.1","1102","29.7","0.00087","-4.44","206.7","2624","2311000","840","0.893743","10900","247000","0.00447","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"128","-","203.537","11054.9",11258.437,"43.4","882","47.1","-0.00185","-2.97","218.8","3322","6797000","620","1.4948","22200","275000","0.00147","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"129","-","66.8481","11542.8",11609.6481,"36.7","603","40.5","-0.00022","-1.8","494.1","2158","986000","734","0.271672","188700","803000","0.00651","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"130","-","57.8685","11684.4",11742.2685,"33.3","565","39.7","-0.00123","-3.03","236.9","2290","1350000","525","1.54339","35500","857000","0.005","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"131","-","101.769","11769.3",11871.069,"41.1","587","42","-0.00063","-2.2","336.1","2406","969000","588","0.303265","52000","740000","0.00449","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"132","-","76.8254","11891",11967.8254,"38.8","689","55.4","-0.00064","-2.48","339.5","2536","1678000","404","0.748891","58300","693000","0.00533","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"133","-","140.68","11982.8",12123.48,"41.7","747","47.5","-0.00036","-1.79","318.3","3208","1484000","645","0.295033","31300","235000","0.00192","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"134","-","85.805","12145.4",12231.205,"46.1","1102","23.1","0.00035","-4.64","200.8","2965","1531000","814","1.00876","11500","690000","0.00678","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"135","-","206.531","12233.2",12439.731,"44.4","1225","43.8","-0.00187","-2.98","213.3","3309","7613000","646","1.6773","24600","273000","0.00112","12","20","8","15","6","0","Yellow119_December_20_2013_29691843.wav","comments"
"136","-","98.7755","12267.1",12365.8755,"35","630","16.3","-0.00053","-3.02","496.5","2319","687000","650","0.657703","60900","927000","0.00494","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"137","-","42.9025","12513.6",12556.5025,"28.3","531","32.7","-0.00208","-1.5","414.6","2233","398000","635","0.14242","72600","857000","0.00428","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"138","-","47.8912","12851.8",12899.6912,"28.1","525","28.6","-0.00142","-1.74","340.5","1931","521000","578","0.0962611","31200","276000","0.00446","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"139","-","54.8753","13120.2",13175.0753,"29.9","537","25.3","-0.00106","-2.03","493.7","1926","505000","756","0.219414","77700","679000","0.00452","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"140","-","57.8685","13220",13277.8685,"29.9","525","30","-0.00133","-2.23","348.3","1949","791000","457","0.278272","66700","875000","0.00535","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"141","-","91.7914","13334.7",13426.4914,"37.4","595","41.7","-0.00073","-2.42","453.9","2416","816000","389","0.417654","111700","769000","0.00494","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"142","-","75.8277","13448.4",13524.2277,"37.6","711","52.1","0.00011","-2.27","356.2","2713","2464000","471","0.910011","73300","946000","0.006","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"143","-","138.685","13537.2",13675.885,"41.6","760","45.4","-0.00102","-1.73","310.9","2981","1180000","715","0.387583","33200","246000","0.00144","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"144","-","85.805","13698.9",13784.705,"45.7","1076","22.9","0.0001","-4.36","267.2","2939","1685000","837","0.77835","20300","226000","0.0038","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"145","-","199.546","13785.7",13985.246,"41.9","1297","48.3","-0.00154","-2.78","200.3","3289","7682000","597","1.68868","15300","276000","0.0009","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"146","-","45.8957","14107.9",14153.7957,"30","565","31.3","-0.00123","-2.78","283.5","2133","1228000","568","0.395511","23500","886000","0.00522","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"147","-","89.7959","14211.7",14301.4959,"38.3","630","47.5","-0.00097","-2.21","342","2717","1321000","499","0.287307","78500","727000","0.00375","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"148","-","71.8367","14330.4",14402.2367,"39.3","648","49.3","4e-05","-2.29","424.5","2720","1707000","591","0.742967","122000","957000","0.00549","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"149","-","139.683","14419.2",14558.883,"41","735","44","-0.00102","-1.84","335.1","3078","1223000","604","0.349454","60400","152000","0.00608","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"150","-","82.8118","14582.9",14665.7118,"44.5","1102","22.9","-0.00024","-4.22","242.9","3045","2386000","735","0.74769","20600","231000","0.00304","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"151","-","210.522","14664.7",14875.222,"38.9","1160","50.2","-0.00158","-2.87","180.3","3205","7611000","744","1.9442","12800","295000","0.00138","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"152","-","55.873","15123.6",15179.473,"33.8","648","41.3","5e-05","-1.69","576.7","2015","942000","781","0.268916","120500","854000","0.00527","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"153","-","58.8662","15247.3",15306.1662,"31.5","565","37.4","-0.00083","-2.65","371.2","2216","898000","659","1.10717","49200","827000","0.00517","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"154","-","102.766","15331.2",15433.966,"38.8","565","37.2","-0.00052","-2.03","393.1","2631","1280000","476","0.29401","137600","663000","0.00465","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"155","-","78.8209","15449.9",15528.7209,"36.2","668","50.1","0.00074","-2.1","302.6","2558","1443000","535","0.952934","46500","896000","0.00532","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"156","-","140.68","15539.7",15680.38,"39.4","760","47.1","-0.00048","-1.88","346","2933","1021000","594","0.388704","80300","258000","0.00158","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"157","-","86.8027","15705.3",15792.1027,"45.3","1102","29.2","0.00022","-4.54","197.6","2999","2641000","933","1.39249","8700","200000","0.00694","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"158","-","207.528","15792.1",15999.628,"39.7","1160","46.5","-0.00183","-2.51","199.7","3278","7196000","622","1.73459","18100","270000","0.00101","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"159","-","59.8639","16336.9",16396.7639,"31.9","551","37.8","-0.00071","-2.3","398.5","2571","1190000","573","0.736977","100000","862000","0.00517","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"160","-","103.764","16421.7",16525.464,"39.3","565","42.2","9e-05","-2.38","297.3","2563","699000","513","0.376148","57800","696000","0.0048","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"161","-","82.8118","16544.4",16627.2118,"35.1","689","47.9","0.00045","-2.38","267.5","3115","3215000","454","0.877885","45300","853000","0.00475","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"162","-","141.678","16631.2",16772.878,"40.3","760","46.8","-0.00037","-1.84","303","3034","1222000","665","0.385174","47400","100000","0.0015","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"163","-","86.8027","16797.8",16884.6027,"43.6","1050","25.8","0.00016","-4.37","205.6","2944","2922000","769","1.2936","19500","705000","0.00411","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"164","-","212.517","16881.6",17094.117,"40.9","1050","50.3","-0.0016","-2.68","222.1","3395","6679000","654","1.82797","20700","289000","0.00094","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"165","-","40.907","17488.3",17529.207,"25.9","525","37.7","-0.00157","-1.8","267.6","2071","592000","588","0.0921042","37300","800000","0.00474","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"166","-","91.7914","17582",17673.7914,"38.1","648","40.5","-0.00012","-1.95","364.2","2440","1143000","609","0.195756","84800","699000","0.00611","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"167","-","82.8118","17693.8",17776.6118,"35.1","648","48.3","1e-05","-2.14","323.1","2834","2360000","548","0.8792","79000","925000","0.00506","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"168","-","148.662","17777.6",17926.262,"37.8","747","47.7","-0.00032","-1.72","335.4","3306","3600000","552","0.252259","51500","47000","0.00202","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"169","-","87.8005","17949.2",18037.0005,"41.8","1102","23.8","-0.00102","-4.11","215.3","3024","2680000","668","0.748739","13900","724000","0.00413","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"170","-","210.522","18035",18245.522,"40.7","1131","44.8","-0.00139","-2.74","222.8","3381","7380000","665","1.75565","27800","276000","0.0009","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"171","-","55.873","19378",19433.873,"28.3","551","36.1","-0.00082","-2.02","321","1942","691000","569","0.239496","65100","581000","0.00509","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"172","-","57.8685","19483.7",19541.5685,"29.5","551","37.7","-5e-05","-2.34","374.2","2275","689000","593","0.353344","93700","526000","0.00561","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"173","-","98.7755","19567.5",19666.2755,"38.9","580","45.8","-0.00032","-2.13","364.7","2479","696000","657","0.285611","81800","714000","0.005","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"174","-","79.8186","19684.3",19764.1186,"37.2","668","53","0.00016","-2.09","351.8","2676","1384000","456","0.765446","90300","962000","0.00544","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"175","-","153.651","19763.1",19916.751,"39.9","760","47","-0.00039","-1.62","320.2","3570","2430000","516","0.321998","45600","52000","0.0021","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"176","-","82.8118","19936.7",20019.5118,"43.6","580","29.5","0.00011","-4.13","311.9","3001","1447000","870","1.14419","51300","296000","0.00444","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"177","-","210.522","20019.5",20230.022,"41.2","848","46","-0.00131","-2.62","202.7","3247","6545000","678","1.91642","18400","267000","0.001","12","20","8","16","6","0","Yellow119_December_20_2013_29745682.wav","comments"
"178","-","58.8662","247.438",306.3042,"30.6","537","33.3","-0.00132","-2.68","335.3","2142","1107000","544","0.821616","57600","859000","0.00508","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"179","-","95.7823","337.234",433.0163,"40.7","565","43.6","-0.00015","-2.3","323.7","2614","688000","524","0.167831","55900","726000","0.00473","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"180","-","82.8118","454.966",537.7778,"36.3","668","48.8","0.00038","-2.31","342.2","3020","3158000","602","0.983492","72700","890000","0.005","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"181","-","150.658","535.782",686.44,"39.5","760","44.4","-0.00053","-1.71","319.6","3225","3388000","666","0.394975","60500","60000","0.00201","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"182","-","83.8095","709.388",793.1975,"45.3","1102","27.6","0.00028","-4.44","225.7","3054","2204000","758","1.03751","34900","722000","0.00409","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"183","-","208.526","795.193",1003.719,"42.2","1225","49","-0.00193","-2.93","217.4","3391","8067000","625","1.79694","24100","270000","0.00135","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"184","-","55.873","1109.48",1165.353,"30.9","558","35.6","-0.00181","-2.75","402.8","2184","871000","638","0.885964","62300","851000","0.00481","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"185","-","97.7778","1197.28",1295.0578,"40.4","595","42.2","-0.00032","-2.23","404.9","2602","843000","557","0.357989","104500","708000","0.00447","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"186","-","75.8277","1315.01",1390.8377,"37.2","565","51.6","2e-05","-2.64","260.9","2513","896000","546","0.767931","37300","527000","0.00594","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"187","-","138.685","1406.8",1545.485,"39.8","735","47.6","-0.00024","-1.85","330.9","2834","1347000","590","0.296517","64900","978000","0.00173","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"188","-","84.8073","1569.43",1654.2373,"46.5","551","24.3","0.00115","-4.7","169.9","2966","2272000","808","1.57956","8300","192000","0.00409","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"189","-","203.537","1659.23",1862.767,"40.3","918","41.8","-0.00158","-2.76","201.2","3333","7275000","659","1.83677","22600","266000","0.00128","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"190","-","65.8503","2369.61",2435.4603,"33.4","612","33.4","0.00038","-1.67","464.9","1969","753000","673","0.110105","168700","406000","0.00625","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"191","-","71.8367","2480.36",2552.1967,"35.7","595","42.5","0.00023","-1.54","518","2562","834000","549","0.0738031","215200","657000","0.00671","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"192","-","56.8707","2640",2696.8707,"31.3","537","31.2","-0.00088","-2.99","300.6","2130","866000","558","0.898745","38700","872000","0.00545","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"193","-","101.769","2733.79",2835.559,"39.1","595","46.6","-0.00027","-1.94","392.8","2636","1011000","443","0.240476","103900","850000","0.0043","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"194","-","71.8367","2855.51",2927.3467,"36.4","648","54.3","-0.00081","-2.42","344.1","2676","1005000","368","1.21875","62300","478000","0.00549","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"195","-","140.68","2944.31",3084.99,"39.6","735","45.5","-0.00097","-1.74","332.8","3031","951000","688","0.352348","47100","266000","0.00143","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"196","-","84.8073","3107.94",3192.7473,"48","551","28","0.00056","-4.75","195.8","3065","2482000","903","1.26552","7900","180000","0.00409","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"197","-","207.528","3193.74",3401.268,"41.4","1002","45.7","-0.00156","-2.84","212.6","3387","7287000","629","1.75703","22300","270000","0.00135","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"198","-","53.8776","3878.19",3932.0676,"33.6","612","45","-0.00139","-1.65","336.2","2232","1142000","643","0.0722976","65800","811000","0.00566","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"199","-","63.8549","3983.95",4047.8049,"34.1","565","27.9","0.00012","-1.93","545","2216","1016000","650","0.083751","177600","758000","0.00564","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"200","-","57.8685","4135.6",4193.4685,"31.5","565","34.6","-0.00067","-2.76","347.2","2116","1126000","630","0.473315","71100","754000","0.00543","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"201","-","99.7732","4224.4",4324.1732,"41","630","41.6","-0.00053","-2.16","368.7","2532","1109000","630","0.279205","107400","666000","0.00454","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"202","-","78.8209","4340.14",4418.9609,"37.9","689","48.7","0.00023","-2.39","290.1","2691","1919000","563","0.898002","54900","961000","0.00558","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"203","-","140.68","4434.92",4575.6,"40.6","711","42.7","-0.00108","-1.82","359.6","3088","961000","634","0.304205","65300","178000","0.00142","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"204","-","85.805","4599.55",4685.355,"44.6","1002","29.8","-0.0002","-4.47","218.5","2960","2658000","913","1.44944","19600","188000","0.00364","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"205","-","209.524","4687.35",4896.874,"42.3","918","45.5","-0.00142","-2.95","215.5","3428","8087000","720","1.95593","29200","344000","0.00095","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"206","-","49.8866","7740.41",7790.2966,"29.3","580","37.7","-0.00175","-2.01","259.1","2131","690000","500","0.398574","48100","795000","0.00489","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"207","-","58.8662","7834.19",7893.0562,"31.1","551","36.2","-0.00167","-2.84","296.9","2057","877000","707","0.534528","23200","807000","0.00543","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"208","-","99.7732","7921",8020.7732,"41","595","39.1","-0.0004","-2.48","294.4","2476","1542000","718","0.391087","56800","676000","0.00484","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"209","-","77.8231","8035.74",8113.5631,"39.4","630","50.2","0.00102","-2.58","264.4","2807","1746000","523","0.952912","29500","961000","0.00545","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"210","-","148.662","8117.55",8266.212,"39.9","787","46.9","-0.001","-1.75","366.6","3271","2007000","582","0.224163","74800","47000","0.00209","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"211","-","84.8073","8291.16",8375.9673,"44.2","1102","25.5","-0.00066","-4.32","198.2","3100","2062000","755","0.971006","11200","686000","0.0065","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"212","-","206.531","8376.96",8583.491,"42.3","1225","46.3","-0.00126","-2.86","195.1","3357","7944000","673","1.81922","22200","282000","0.00121","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"213","-","60.8617","8719.18",8780.0417,"32.6","551","30.2","-0.00089","-2.89","303.8","2027","548000","491","0.905028","25900","850000","0.00466","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"214","-","98.7755","8805.99",8904.7655,"41.9","580","43.3","0.00029","-2.31","334.8","2584","1101000","605","0.287579","60800","704000","0.00489","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"215","-","70.839","8928.71",8999.549,"39","689","49.7","0.00026","-2.54","302.5","2769","2265000","513","1.15406","51700","985000","0.0055","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"216","-","142.676","9017.51",9160.186,"40.8","760","41.7","-0.00082","-1.92","368.6","2863","804000","656","0.208405","68300","226000","0.00191","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"217","-","87.8005","9183.13",9270.9305,"45.1","558","25.1","0.00045","-4.69","152.4","2987","2095000","748","1.39173","5600","220000","0.00686","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"218","-","206.531","9272.92",9479.451,"41.9","1102","47.4","-0.00231","-2.84","183.4","3332","7600000","646","1.74023","17800","282000","0.00097","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"219","-","68.8435","10017.2",10086.0435,"35.2","648","35.2","-0.00045","-1.74","432.8","1933","1061000","815","0.103848","110600","910000","0.00626","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"220","-","56.8707","10135",10191.8707,"33.7","595","28.2","0.00013","-1.89","516","2008","1136000","793","0.147341","154900","857000","0.00571","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
"221","-","58.8662","10272.7",10331.5662,"32.1","551","35.7","-0.0012","-2.95","250.7","2241","1823000","543","0.854375","30400","879000","0.00534","12","20","8","16","20","0","Yellow119_December_20_2013_29765924.wav","comments"
